i,j,similarity,a_source_file,a_case_group,a_case_subgroup,a_instruction,b_source_file,b_case_group,b_case_subgroup,b_instruction
364,367,0.9704652,transparencias.csv,Servicios,Servicios municipales,En este enlace tienes toda la información sobre servicios municipales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjA=/30007,transparencias.csv,Servicios,Situación tráfico,En este enlace tienes toda la información sobre situación tráfico: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjM=/30007
111,116,0.970457,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Nueva solicitud / recursos / documentación,"Puedes presentar una nueva solicitud, recurso o documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud",gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Alegaciones propuesta de resolución,Puedes presentar alegaciones a una propuesta de resolución en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=APR
300,326,0.97034794,transparencias.csv,Normativa,Ordenanzas y reglamentos,En este enlace tienes toda la información sobre ordenanzas y reglamentos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzA=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Normativa urbanística,En este enlace tienes toda la información sobre normativa urbanística: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007
6,40,0.9703153,concejalias.csv,Juventud,TRÁMITE · Garantía Juvenil (información municipal),"Toda la información sobre garantía juvenil está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre garantía juvenil, puedes pulsar en este enlace: https://juventud.alguazas.es/garantiajuvenil/.""",concejalias.csv,Juventud,TRÁMITE · Web Juventud Alguazas,"Toda la información sobre web juventud alguazas está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la respuesta. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre web juventud alguazas, puedes pulsar en este enlace: http://juventud.alguazas.es/."""
307,366,0.9702965,transparencias.csv,Económica,Servicios públicos,En este enlace tienes toda la información sobre servicios públicos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzY=/30007,transparencias.csv,Servicios,Participación ciudadana,En este enlace tienes toda la información sobre participación ciudadana: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI=/30007
110,123,0.97022164,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Expedientes tributarios,Puedes consultar tus expedientes tributarios en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/expedientes,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Oficinas tributarias,Puedes consultar las oficinas tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/oficinas
140,189,0.9702116,ordenanzas.csv,Comercio,NORMA · ORDENANZA FISCAL REGULADORA DE LA OCUPACIÓN DE LA VÍA PÚBLICA CON TERRAZAS Y OTRAS INSTALACIONES,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/03/BORM-NAo-37-FECHA-15-2-2021-PUBLICACION-DEFINITIVA-ORDENANZA-FISCAL-TERRAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/03/BORM-NAo-37-FECHA-15-2-2021-PUBLICACION-DEFINITIVA-ORDENANZA-FISCAL-TERRAZAS.pdf",ordenanzas.csv,Comercio,NORMA · ORDENANZA FISCAL REGULADORA DE LA TASA POR LA PRESTACIÓN DEL SERVICIO DE MERCADO DE ABASTOS,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/04/PUBLICACION-DEFINITIVA-BORM-NAo-92-DE-23-4-2021-TASA-PRESTACION-MERCADO-DE-ABASTOS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/04/PUBLICACION-DEFINITIVA-BORM-NAo-92-DE-23-4-2021-TASA-PRESTACION-MERCADO-DE-ABASTOS.pdf"
277,285,0.97018534,transparencias.csv,Presupuestos participativos,General (carpeta principal),En este enlace tienes toda la información sobre presupuestos participativos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMw==/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007
100,102,0.97015214,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Detalle recibo cargado en cuenta,Puedes consultar el detalle de un recibo cargado en cuenta en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Recibos pendientes,Puedes ver tus recibos pendientes en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/recibos/pendientes
104,127,0.9701066,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Mis multas,Puedes consultar tus multas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/multas,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Notificaciones tributarias,Puedes ver tus notificaciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/notificaciones
245,249,0.97004074,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Domiciliaciones",Puedes tramitar domiciliaciones de impuestos en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=21&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,"Impuestos, domiciliaciones y pagos - Exenciones y bonificaciones",Puedes solicitar exenciones o bonificaciones en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=39&tipoVentana=&entidad=30007&idioma=1
