agent_id,case_group,case_subgroup,instruction,associated_url,allow_url_reading,active,horas_cache_pagina,response_mode
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,General (carpeta principal),En este enlace tienes toda la información sobre presupuestos participativos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMw==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMw==/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2021,En este enlace tienes toda la información sobre presupuestos participativos 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2020,En este enlace tienes toda la información sobre presupuestos participativos 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2018,En este enlace tienes toda la información sobre presupuestos participativos 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Institucional,General (carpeta principal),En este enlace tienes toda la información sobre institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,False,True,,directo
