agent_id,case_group,case_subgroup,instruction,associated_url,allow_url_reading,active,horas_cache_pagina,response_mode
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Inicio Oficina Virtual Tributaria,Puedes acceder a la Oficina Virtual Tributaria de Alguazas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS,https://alguazas.tributoslocales.es/300070/AALGUAZAS,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Pagar impuestos,Puedes pagar tus impuestos online en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Pagar tasas,Puedes pagar tasas municipales online en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/tasas,https://alguazas.tributoslocales.es/300070/AALGUAZAS/tasas,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Pagar matrícula vehículo nuevo,Puedes pagar la matrícula de un vehículo nuevo en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/impuesto-matriculacion,https://alguazas.tributoslocales.es/300070/AALGUAZAS/impuesto-matriculacion,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Obtener documento de pago,Puedes obtener el documento o carta de pago en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/obtener-documento,https://alguazas.tributoslocales.es/300070/AALGUAZAS/obtener-documento,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Solicitar domiciliación,Puedes solicitar la domiciliación de un recibo en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/domiciliaciones,https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/domiciliaciones,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Fraccionamiento periodo ejecutivo,Puedes solicitar el fraccionamiento de una deuda en periodo ejecutivo en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/fraccionamiento-detalle?tr=ejecutiva,https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/fraccionamiento-detalle?tr=ejecutiva,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Fraccionamiento periodo voluntario,Puedes solicitar el fraccionamiento de un recibo en periodo voluntario en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/fraccionamiento-detalle?tr=voluntaria,https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/fraccionamiento-detalle?tr=voluntaria,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Plan de Pago Personalizado,Puedes consultar o solicitar el Plan de Pago Personalizado en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/ppp-detalle,https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/ppp-detalle,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Detalle recibo cargado en cuenta,Puedes consultar el detalle de un recibo cargado en cuenta en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo,False,True,,directo
