agent_id,case_group,case_subgroup,instruction,associated_url,allow_url_reading,active,horas_cache_pagina,response_mode
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Inicio / catálogo por temas,"Toda la información sobre Inicio / catálogo por temas está disponible en este enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/cargaMenuWeb.do?entidad=30007&idioma=1. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina siempre la respuesta con una coletilla del tipo: ""Para obtener más información sobre Inicio / catálogo por temas, puedes pulsar en este enlace: https://sede.alguazas.regiondemurcia.es/cargaMenuWeb.do?entidad=30007&idioma=1.""",https://sede.alguazas.regiondemurcia.es/cargaMenuWeb.do?entidad=30007&idioma=1,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Expedientes,"Sobre Expedientes: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/consultaExpedientes.do?opcion=0. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Expedientes directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/consultaExpedientes.do?opcion=0.""",https://sede.alguazas.regiondemurcia.es/web/consultaExpedientes.do?opcion=0,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Comunicaciones,"Sobre Comunicaciones: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=C&modo=0. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Comunicaciones directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=C&modo=0.""",https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=C&modo=0,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Notificaciones,"Sobre Notificaciones: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Notificaciones directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0.""",https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Firmas,"Sobre Firmas: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/bandejaFirmas.do?opcion=0&modo=0. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Firmas directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/bandejaFirmas.do?opcion=0&modo=0.""",https://sede.alguazas.regiondemurcia.es/web/bandejaFirmas.do?opcion=0&modo=0,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Cita previa,"Sobre Cita previa: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=9&tipoVentana=&entidad=30007&idioma=1. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Cita previa directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=9&tipoVentana=&entidad=30007&idioma=1.""",https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=9&tipoVentana=&entidad=30007&idioma=1,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Acceso a información,"Sobre Acceso a información: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Acceso a información directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1.""",https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=10&tipoVentana=&entidad=30007&idioma=1,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Solicitud general y aportación de documentos,"Sobre Solicitud general y aportación de documentos: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=11&tipoVentana=&entidad=30007&idioma=1. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Solicitud general y aportación de documentos directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=11&tipoVentana=&entidad=30007&idioma=1.""",https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=11&tipoVentana=&entidad=30007&idioma=1,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Quejas y sugerencias,"Sobre Quejas y sugerencias: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=12&tipoVentana=&entidad=30007&idioma=1. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Quejas y sugerencias directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=12&tipoVentana=&entidad=30007&idioma=1.""",https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=12&tipoVentana=&entidad=30007&idioma=1,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Información y atención ciudadana - Denuncias y reclamaciones,"Sobre Denuncias y reclamaciones: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=13&tipoVentana=&entidad=30007&idioma=1. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Responde siempre de forma cordial a la pregunta concreta que plantea el ciudadano, adaptando el mensaje a lo que pregunta sin tono forzado. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de Denuncias y reclamaciones directamente en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=13&tipoVentana=&entidad=30007&idioma=1.""",https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=13&tipoVentana=&entidad=30007&idioma=1,False,True,,directo
